JobID,Title,ExperienceLevel,Skills,Responsibilities,Keywords,MinYears,MaxYears,CleanedSkills,PrimarySkills,SecondarySkills
BI001,BI Analyst - Fresher,Entry-Level,"['SQL', 'MySQL basics', 'PostgreSQL basics', 'Tableau', 'Power BI', 'Excel charts and dashboards', 'Basic statistics', 'ETL awareness', 'Business acumen', 'Data analysis']","['Assist in analyzing datasets', 'Create dashboards', 'Prepare reports', 'Support business decision-making processes']","['BI', 'Analytics', 'Fresher', 'Entry-Level', 'SQL', 'Tableau', 'Power BI', 'ETL']",0,1,"['Tableau', 'Excel charts and dashboards', 'Data analysis', 'MySQL', 'Basic statistics', 'PostgreSQL', 'SQL', 'Power BI', 'Business acumen', 'ETL awareness']","['MySQL', 'PostgreSQL', 'SQL', 'Tableau', 'Excel charts and dashboards']","['Data analysis', 'Basic statistics', 'Power BI', 'Business acumen', 'ETL awareness']"
BI010,BI Analyst - Experienced,Senior-Level,"['Advanced analytics', 'Predictive modeling', 'Forecasting', 'Data modeling', 'Tableau', 'Power BI', 'QlikView', 'Looker', 'SQL', 'Redshift', 'Snowflake', 'ETL pipelines', 'KPI development', 'Data governance']","['Lead BI and analytics projects', 'Design dashboards', 'Implement predictive analytics', 'Manage ETL pipelines to support business strategy']","['BI', 'Analytics', 'Senior-Level', 'Predictive Analytics', 'ETL', 'Tableau', 'Power BI']",4,8,"['Snowflake', 'Tableau', 'Forecasting', 'ETL pipelines', 'QlikView', 'Data modeling', 'SQL', 'Advanced analytics', 'Data governance', 'Power BI', 'Redshift', 'Looker', 'KPI development', 'Predictive modeling']","['SQL', 'Snowflake', 'Tableau', 'Forecasting', 'ETL pipelines', 'QlikView', 'Data modeling']","['Advanced analytics', 'Data governance', 'Power BI', 'Redshift', 'Looker', 'KPI development', 'Predictive modeling']"
CA001,Cloud Architect,Fresher,"['AWS fundamentals', 'Azure basics', 'GCP basics', 'Docker introduction', 'Kubernetes basics', 'Python basics', 'Bash scripting', 'Cloud security fundamentals']","['Assist in deploying basic cloud infrastructure', 'Support configuration of cloud storage and networking', 'Work with senior engineers on containerization projects', 'Document cloud setup and processes']","['Cloud Computing', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'Python', 'Cloud Security', 'Scripting', 'Virtualization']",0,0,"['AWS', 'GCP', 'Cloud security', 'Bash scripting', 'Python', 'Docker introduction', 'Kubernetes', 'Azure']","['AWS', 'GCP', 'Cloud security', 'Python', 'Docker introduction', 'Kubernetes', 'Azure']",['Bash scripting']
CA002,Cloud Solutions Associate,Fresher,"['Cloud storage basics', 'Networking fundamentals', 'Docker', 'Terraform basics', 'Linux administration', 'Java basics']","['Assist in provisioning virtual machines', 'Support deployment of test environments', 'Help with Infrastructure as Code basics', 'Perform troubleshooting under supervision']","['AWS', 'Terraform', 'Cloud Basics', 'Infrastructure as Code', 'Docker', 'Virtualization', 'Python', 'Cloud Security']",0,1,"['Terraform', 'Linux administration', 'Docker', 'Java', 'Cloud storage', 'Networking']","['Docker', 'Java', 'Cloud storage']","['Terraform', 'Linux administration', 'Networking']"
CA003,Junior Cloud Engineer,Fresher,"['Cloud networking', 'Docker basics', 'Kubernetes fundamentals', 'CI/CD introduction', 'Python scripting']","['Work on basic automation tasks', 'Assist in CI/CD pipeline setup', 'Support in monitoring cloud resources', 'Write simple scripts for automation']","['CI/CD', 'Cloud Computing', 'Docker', 'Kubernetes', 'Automation', 'Scripting', 'AWS', 'Azure']",0,1,"['Cloud networking', 'CI', 'Docker', 'Kubernetes', 'Python scripting', 'CD introduction']","['Cloud networking', 'Docker', 'Kubernetes', 'Python scripting']","['CI', 'CD introduction']"
CA004,Cloud Trainee,Fresher,"['Cloud storage basics', 'IAM fundamentals', 'Python scripting', 'Bash', 'Basic networking']","['Shadow senior architects in migration projects', 'Support setup of IAM roles', 'Assist with troubleshooting']","['Cloud Security', 'IAM', 'Python', 'AWS', 'Azure', 'GCP', 'Cloud Computing']",0,0,"['Bash', 'IAM', 'Basic networking', 'Cloud storage', 'Python scripting']","['Cloud storage', 'Python scripting']","['Bash', 'IAM', 'Basic networking']"
CA005,Associate Cloud Architect,Fresher,"['AWS basics', 'Azure basics', 'Docker', 'Linux administration', 'Cloud database basics']","['Assist with cloud deployments', 'Configure test databases in cloud', 'Work on container deployments']","['Cloud Computing', 'AWS', 'Azure', 'Docker', 'Cloud Databases', 'Virtualization']",0,1,"['AWS', 'Linux administration', 'Docker', 'Cloud database', 'Azure']","['AWS', 'Docker', 'Cloud database', 'Azure']",['Linux administration']
CA006,Cloud Engineer,Experienced,"['AWS', 'Azure', 'Kubernetes', 'Terraform', 'Python scripting', 'CI/CD pipelines', 'Cloud security compliance']","['Design scalable cloud infrastructure', 'Automate deployments using Terraform', 'Implement CI/CD pipelines', 'Collaborate on security compliance projects']","['Cloud Architecture', 'AWS', 'Azure', 'Terraform', 'Kubernetes', 'CI/CD', 'Automation', 'Python', 'Cloud Security']",3,3,"['Terraform', 'AWS', 'Cloud security compliance', 'CD pipelines', 'CI', 'Kubernetes', 'Azure', 'Python scripting']","['AWS', 'Cloud security compliance', 'Kubernetes', 'Azure', 'Python scripting']","['Terraform', 'CD pipelines', 'CI']"
CA007,Senior Cloud Architect,Experienced,"['AWS multi-cloud', 'Azure networking', 'Kubernetes orchestration', 'CloudFormation', 'Ansible', 'DevOps automation', 'Leadership']","['Lead cloud migration projects', 'Architect hybrid cloud environments', 'Mentor junior engineers', 'Ensure compliance with governance frameworks']","['Cloud Architecture', 'Hybrid Cloud', 'AWS', 'Azure', 'GCP', 'Kubernetes', 'DevOps', 'CloudFormation', 'Leadership']",7,7,"['DevOps automation', 'Leadership', 'Azure networking', 'AWS multi-cloud', 'Ansible', 'Kubernetes orchestration', 'CloudFormation']","['Azure networking', 'AWS multi-cloud', 'Kubernetes orchestration', 'CloudFormation']","['DevOps automation', 'Leadership', 'Ansible']"
CA008,Lead Cloud Solutions Architect,Experienced,"['Multi-cloud strategy', 'Serverless architecture', 'Microservices design', 'Terraform', 'Python', 'Cloud cost optimization', 'Stakeholder management']","['Drive enterprise cloud strategy', 'Design serverless and microservices-based architectures', 'Optimize cloud costs', 'Lead cross-functional cloud teams']","['Cloud Strategy', 'Serverless', 'Microservices', 'Terraform', 'AWS', 'Azure', 'Python', 'Leadership']",10,10,"['Stakeholder management', 'Terraform', 'Multi-cloud strategy', 'Cloud cost optimization', 'Python', 'Microservices design', 'Serverless architecture']","['Multi-cloud strategy', 'Cloud cost optimization', 'Python']","['Stakeholder management', 'Terraform', 'Microservices design', 'Serverless architecture']"
CA009,Cloud Security Architect,Experienced,"['Cloud security', 'IAM', 'Encryption', 'Compliance frameworks', 'AWS', 'Azure', 'Python scripting']","['Implement IAM policies', 'Ensure compliance with GDPR and HIPAA', 'Secure cloud workloads', 'Lead security audits']","['Cloud Security', 'IAM', 'Encryption', 'Compliance', 'AWS', 'Azure', 'Python']",6,6,"['AWS', 'IAM', 'Cloud security', 'Encryption', 'Compliance frameworks', 'Azure', 'Python scripting']","['AWS', 'Cloud security', 'Azure', 'Python scripting']","['IAM', 'Encryption', 'Compliance frameworks']"
CA010,DevOps Cloud Architect,Experienced,"['AWS', 'Azure DevOps', 'CI/CD pipelines', 'Terraform', 'Docker', 'Kubernetes', 'Python']","['Integrate DevOps practices into cloud deployments', 'Manage CI/CD pipelines', 'Automate provisioning', 'Support developers with infrastructure']","['DevOps', 'Cloud Architecture', 'AWS', 'Azure', 'Terraform', 'CI/CD', 'Automation', 'Kubernetes']",5,5,"['Azure DevOps', 'Terraform', 'AWS', 'CD pipelines', 'CI', 'Docker', 'Python', 'Kubernetes']","['Azure DevOps', 'AWS', 'Docker', 'Python', 'Kubernetes']","['Terraform', 'CD pipelines', 'CI']"
CA011,Cloud Infrastructure Architect,Experienced,"['AWS', 'Azure', 'Hybrid cloud', 'SDN', 'Cloud networking', 'Terraform', 'Python']","['Design resilient infrastructure', 'Architect hybrid environments', 'Manage large-scale cloud networking', 'Collaborate with IT security']","['Cloud Infrastructure', 'Hybrid Cloud', 'AWS', 'Azure', 'Terraform', 'Networking', 'Python']",8,8,"['AWS', 'Terraform', 'Cloud networking', 'Python', 'Hybrid cloud', 'Azure', 'SDN']","['AWS', 'Cloud networking', 'Python', 'Hybrid cloud', 'Azure']","['Terraform', 'SDN']"
CA012,Multi-Cloud Architect,Experienced,"['AWS', 'Azure', 'GCP', 'Kubernetes', 'Terraform', 'Microservices architecture', 'Leadership']","['Design multi-cloud strategies', 'Build cross-platform applications', 'Mentor engineers', 'Collaborate with stakeholders']","['Multi-Cloud', 'Cloud Architecture', 'AWS', 'Azure', 'GCP', 'Kubernetes', 'Terraform']",9,9,"['Leadership', 'Terraform', 'AWS', 'GCP', 'Microservices architecture', 'Kubernetes', 'Azure']","['AWS', 'GCP', 'Kubernetes', 'Azure']","['Leadership', 'Terraform', 'Microservices architecture']"
CA013,Cloud Migration Specialist,Experienced,"['AWS', 'Azure', 'GCP', 'Terraform', 'Python', 'Cloud migration', 'Database migration']","['Migrate on-premise applications to cloud', 'Implement database migration strategies', 'Ensure minimal downtime during migration']","['Cloud Migration', 'AWS', 'Azure', 'GCP', 'Terraform', 'Database Migration', 'Cloud Architecture']",4,4,"['Terraform', 'AWS', 'GCP', 'Cloud migration', 'Python', 'Database migration', 'Azure']","['AWS', 'GCP', 'Cloud migration', 'Python', 'Database migration', 'Azure']",['Terraform']
CA014,Cloud Automation Engineer,Experienced,"['Terraform', 'CloudFormation', 'Ansible', 'AWS', 'Python', 'Kubernetes']","['Automate infrastructure provisioning', 'Maintain Infrastructure as Code', 'Support scaling workloads']","['Automation', 'Terraform', 'CloudFormation', 'Ansible', 'AWS', 'Python', 'IaC']",5,5,"['Terraform', 'AWS', 'Ansible', 'Python', 'Kubernetes', 'CloudFormation']","['AWS', 'Python', 'Kubernetes', 'CloudFormation']","['Terraform', 'Ansible']"
CA015,Cloud Platform Architect,Experienced,"['AWS', 'Azure', 'Kubernetes', 'Docker Swarm', 'CI/CD', 'Terraform', 'Python']","['Design cloud platforms for enterprise', 'Implement Kubernetes clusters', 'Lead container orchestration strategies']","['Cloud Platform', 'Kubernetes', 'Docker Swarm', 'AWS', 'Azure', 'Terraform', 'CI/CD']",7,7,"['AWS', 'Terraform', 'CI', 'CD', 'Python', 'Docker Swarm', 'Kubernetes', 'Azure']","['AWS', 'Python', 'Docker Swarm', 'Kubernetes', 'Azure']","['Terraform', 'CI', 'CD']"
CA016,Cloud DevSecOps Architect,Experienced,"['AWS', 'Azure', 'CI/CD pipelines', 'Security integration', 'Terraform', 'Python', 'Ansible']","['Integrate security into DevOps pipelines', 'Automate compliance checks', 'Build secure CI/CD pipelines']","['DevSecOps', 'CI/CD', 'Cloud Security', 'Terraform', 'AWS', 'Azure', 'Automation']",6,6,"['AWS', 'Terraform', 'CD pipelines', 'CI', 'Ansible', 'Python', 'Security integration', 'Azure']","['AWS', 'Python', 'Azure', 'Terraform']","['CD pipelines', 'CI', 'Ansible', 'Security integration']"
CA017,Enterprise Cloud Architect,Experienced,"['Cloud strategy', 'Multi-cloud architecture', 'Serverless computing', 'Kubernetes', 'Terraform', 'Leadership']","['Design enterprise-wide cloud strategy', 'Implement serverless and scalable architectures', 'Collaborate with C-level executives']","['Enterprise Cloud', 'Cloud Strategy', 'Serverless', 'Kubernetes', 'Terraform', 'Leadership']",12,12,"['Serverless computing', 'Terraform', 'Leadership', 'Multi-cloud architecture', 'Kubernetes', 'Cloud strategy']","['Multi-cloud architecture', 'Kubernetes', 'Cloud strategy']","['Serverless computing', 'Terraform', 'Leadership']"
CA018,Hybrid Cloud Architect,Experienced,"['AWS', 'Azure', 'Hybrid cloud design', 'Networking', 'Terraform', 'Python']","['Design hybrid cloud solutions', 'Integrate on-prem with cloud', 'Manage secure connections']","['Hybrid Cloud', 'AWS', 'Azure', 'Networking', 'Cloud Architecture', 'Terraform']",8,8,"['Hybrid cloud design', 'Terraform', 'AWS', 'Python', 'Networking', 'Azure']","['Hybrid cloud design', 'AWS', 'Python', 'Azure']","['Terraform', 'Networking']"
CA019,Cloud Cost Optimization Architect,Experienced,"['AWS', 'Azure', 'Cloud cost management', 'Terraform', 'Python']","['Analyze and optimize cloud costs', 'Implement cost monitoring tools', 'Work with finance teams']","['Cloud Cost Optimization', 'AWS', 'Azure', 'Cloud Monitoring', 'Terraform', 'Python']",7,7,"['Terraform', 'AWS', 'Cloud cost management', 'Python', 'Azure']","['AWS', 'Cloud cost management', 'Python', 'Azure']",['Terraform']
CA020,Cloud Infrastructure Security Architect,Experienced,"['Cloud security', 'IAM', 'Encryption', 'Compliance', 'AWS', 'Azure', 'Terraform', 'Kubernetes']","['Secure cloud workloads', 'Design IAM and compliance frameworks', 'Lead audits', 'Collaborate with security teams']","['Cloud Security', 'IAM', 'Encryption', 'Compliance', 'AWS', 'Azure', 'Terraform', 'Kubernetes']",9,9,"['Compliance', 'AWS', 'Terraform', 'IAM', 'Cloud security', 'Encryption', 'Kubernetes', 'Azure']","['AWS', 'Cloud security', 'Kubernetes', 'Azure']","['Compliance', 'Terraform', 'IAM', 'Encryption']"
CL001,Cloud Engineer - Fresher,Entry-Level,"['AWS', 'Azure', 'GCP', 'Terraform basics', 'CloudFormation basics', 'Docker basics', 'Kubernetes basics', 'Python', 'Bash', 'Shell scripting', 'Jenkins', 'GitHub Actions', 'AWS CodePipeline', 'Monitoring: CloudWatch, Prometheus, Azure Monitor', 'VPC', 'VPN', 'IAM basics', 'Git/GitHub/GitLab']","['Assist in deploying and managing cloud resources', 'Support basic automation and containerization', 'Implement CI/CD pipeline setups', 'Support cloud deployments for training or academic projects', 'Collaborate with team members', 'Create basic infrastructure scripts']","['Cloud', 'DevOps', 'Infrastructure', 'Fresher', 'Entry-Level', 'Remote', 'AWS', 'Azure', 'GCP']",0,1,"['Terraform', 'AWS', 'Shell scripting', 'Jenkins', 'Git', 'Monitoring: CloudWatch, Prometheus, Azure Monitor', 'IAM', 'AWS CodePipeline', 'Azure', 'VPN', 'VPC', 'GCP', 'Bash', 'Docker', 'GitHub', 'GitHub Actions', 'Kubernetes', 'GitLab', 'Python', 'CloudFormation']","['AWS', 'Monitoring: CloudWatch, Prometheus, Azure Monitor', 'AWS CodePipeline', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'Python', 'CloudFormation', 'Terraform']","['Shell scripting', 'Jenkins', 'Git', 'IAM', 'VPN', 'VPC', 'Bash', 'GitHub', 'GitHub Actions', 'GitLab']"
CL010,Cloud Engineer - Experienced,Senior-Level,"['AWS advanced', 'Azure advanced', 'GCP advanced', 'Terraform', 'CloudFormation', 'Ansible', 'Kubernetes', 'Helm', 'Docker Swarm', 'Jenkins', 'GitLab CI', 'CircleCI', 'Cloud Security: IAM, RBAC, encryption, compliance', 'Monitoring & Logging: CloudWatch, Prometheus, ELK', 'Networking: VPC, load balancers, DNS, firewall rules', 'Python', 'Bash', 'PowerShell', 'Database & Storage: SQL, NoSQL, S3, Azure Blob Storage']","['Architect, deploy, and manage scalable cloud infrastructure', 'Lead automation and CI/CD pipelines', 'Implement advanced cloud security practices', 'Mentor junior engineers', 'Collaborate cross-team']","['Cloud', 'Infrastructure', 'DevOps', 'Senior-Level', 'Remote', 'AWS', 'Azure', 'GCP', 'Automation', 'Containerization']",4,8,"['Terraform', 'Helm', 'Jenkins', 'Monitoring & Logging: CloudWatch, Prometheus, ELK', 'Cloud Security: IAM, RBAC, encryption, compliance', 'CircleCI', 'Azure advanced', 'GCP advanced', 'Networking: VPC, load balancers, DNS, firewall rules', 'Docker Swarm', 'Bash', 'PowerShell', 'Kubernetes', 'Database & Storage: SQL, NoSQL, S3, Azure Blob Storage', 'AWS advanced', 'Ansible', 'GitLab CI', 'Python', 'CloudFormation']","['Monitoring & Logging: CloudWatch, Prometheus, ELK', 'Cloud Security: IAM, RBAC, encryption, compliance', 'Azure advanced', 'GCP advanced', 'Docker Swarm', 'Kubernetes', 'Database & Storage: SQL, NoSQL, S3, Azure Blob Storage', 'AWS advanced', 'Python', 'CloudFormation']","['Terraform', 'Helm', 'Jenkins', 'CircleCI', 'Networking: VPC, load balancers, DNS, firewall rules', 'Bash', 'PowerShell', 'Ansible', 'GitLab CI']"
CW-001,Content Writer,Fresher,"['Grammar and punctuation', 'Clarity in writing', 'Research skills', 'Fact-checking', 'Tone and style adaptation', 'Basic SEO', 'Editing and proofreading', 'WordPress basics', 'Digital marketing basics', 'AI writing tools awareness']","['Produce high-quality blog and article content', 'Research topics and ensure factual accuracy', 'Adapt tone and style for target audiences', 'Implement basic on-page SEO techniques', 'Edit and proofread content', 'Publish content on CMS platforms', 'Collaborate with team for content ideas', 'Learn and use AI writing tools for content creation']","['Content Writing', 'Grammar', 'Proofreading', 'SEO Basics', 'Research', 'WordPress', 'AI Writing Tools', 'Blogs', 'Articles', 'Social Media Content']",0,2,"['Clarity in writing', 'WordPress', 'Digital marketing', 'Editing and proofreading', 'Fact-checking', 'Grammar and punctuation', 'AI writing tools awareness', 'Research skills', 'Basic SEO', 'Tone and style adaptation']","['Clarity in writing', 'WordPress', 'Digital marketing', 'Editing and proofreading', 'Fact-checking']","['Grammar and punctuation', 'AI writing tools awareness', 'Research skills', 'Basic SEO', 'Tone and style adaptation']"
CW-101,Copywriter,Fresher,"['Clear and persuasive writing', 'Grammar and punctuation mastery', 'Proofreading and editing', 'Tone and style adaptation', 'Creativity and storytelling', 'Basic SEO knowledge', 'Research and fact-checking', 'Familiarity with digital marketing channels', 'CMS basics (WordPress, HubSpot)', 'AI writing tool awareness']","['Write clear and compelling copy for web, social media, and email', 'Proofread and edit content for accuracy and clarity', 'Adapt writing style to target audiences and brand voice', 'Conduct basic research for content accuracy', 'Apply basic SEO and keyword usage', 'Collaborate with marketing team', 'Publish content using CMS tools', 'Use AI tools to enhance content creation', 'Meet deadlines for multiple content pieces', 'Learn content performance tracking basics']","['Copywriting', 'SEO', 'Grammar', 'Proofreading', 'CMS', 'AI Tools', 'Digital Marketing', 'Storytelling', 'Creativity', 'Content Writing']",0,1,"['CMS  (WordPress, HubSpot)', 'Clear and persuasive writing', 'Proofreading and editing', 'Grammar and punctuation mastery', 'AI writing tool awareness', 'Research and fact-checking', 'Creativity and storytelling', 'Familiarity with digital marketing channels', 'Basic SEO knowledge', 'Tone and style adaptation']","['CMS  (WordPress, HubSpot)', 'Clear and persuasive writing', 'Proofreading and editing', 'Grammar and punctuation mastery', 'AI writing tool awareness']","['Research and fact-checking', 'Creativity and storytelling', 'Familiarity with digital marketing channels', 'Basic SEO knowledge', 'Tone and style adaptation']"
CSA-F-001,Cybersecurity Analyst,Fresher,"['Python', 'C++', 'Linux Basics', 'Firewall Configuration', 'Wireshark', 'Nessus', 'Snort', 'Encryption Basics', 'Incident Response']","['Assist in monitoring network traffic', 'Support in basic vulnerability scanning', 'Help configure firewalls and IDS tools', 'Document incidents and responses', 'Collaborate with team on risk assessments']","['Network Security', 'Penetration Testing', 'SIEM', 'Incident Response', 'Vulnerability Assessment', 'Firewalls', 'Malware Analysis', 'Risk Management']",0,1,"['Incident Response', 'Linux', 'Wireshark', 'C++', 'Firewall Configuration', 'Snort', 'Nessus', 'Encryption', 'Python']","['C++', 'Python', 'Incident Response', 'Linux']","['Wireshark', 'Firewall Configuration', 'Snort', 'Nessus', 'Encryption']"
CSA-F-002,Junior Security Analyst,Fresher,"['JavaScript Basics', 'Windows Security', 'ISO 27001 Basics', 'Wireshark', 'Metasploit', 'Cryptography Fundamentals', 'Team Collaboration']","['Assist in log monitoring', 'Conduct basic malware scans', 'Support compliance checks', 'Assist in encryption setup', 'Help prepare incident reports']","['Cryptography', 'Incident Response', 'Firewall Configuration', 'Malware Analysis', 'SIEM', 'Risk Assessment', 'ISO 27001']",0,1,"['Metasploit', 'Team Collaboration', 'Wireshark', 'Cryptography', 'ISO 27001', 'Windows Security', 'JavaScript']","['JavaScript', 'Metasploit', 'Team Collaboration']","['Wireshark', 'Cryptography', 'ISO 27001', 'Windows Security']"
CSA-F-003,Cybersecurity Intern,Fresher,"['Python', 'Linux Fundamentals', 'NIST Basics', 'Snort', 'Antivirus Tools', 'Vulnerability Assessment']","['Assist in daily system monitoring', 'Document and escalate incidents', 'Learn and apply penetration testing basics', 'Support vulnerability scans']","['Penetration Testing', 'NIST', 'Vulnerability Assessment', 'Malware Analysis', 'Network Security']",0,0,"['Linux', 'Vulnerability Assessment', 'Antivirus Tools', 'Snort', 'Python', 'NIST']","['Python', 'Linux', 'Vulnerability Assessment']","['Antivirus Tools', 'Snort', 'NIST']"
CSA-F-004,Associate Cybersecurity Analyst,Fresher,"['Wireshark', 'Firewall Basics', 'Linux Security', 'Incident Response', 'GDPR Basics']","['Help configure security policies', 'Assist with incident logging', 'Participate in security awareness programs', 'Analyze basic threat alerts']","['Firewall Management', 'Incident Response', 'Vulnerability Scanning', 'SIEM', 'Network Security']",0,1,"['Incident Response', 'Wireshark', 'Linux Security', 'GDPR', 'Firewall']","['Incident Response', 'Wireshark']","['Linux Security', 'GDPR', 'Firewall']"
CSA-F-005,Entry-Level Security Analyst,Fresher,"['C++', 'Windows Security', 'Metasploit', 'Risk Assessment Basics', 'Snort']","['Perform basic threat analysis', 'Document vulnerabilities', 'Assist in antivirus updates', 'Work with team on security awareness']","['Risk Management', 'Vulnerability Assessment', 'Firewall Configuration', 'Malware Analysis', 'Incident Response']",0,1,"['Risk Assessment', 'C++', 'Snort', 'Windows Security', 'Metasploit']","['C++', 'Risk Assessment']","['Snort', 'Windows Security', 'Metasploit']"
CSA-F-006,Trainee Security Analyst,Fresher,"['Python', 'Linux Commands', 'Nessus', 'Network Security Basics', 'GDPR Basics']","['Assist in vulnerability assessments', 'Support SOC monitoring', 'Prepare incident response drafts', 'Shadow senior analysts']","['Network Security', 'Vulnerability Assessment', 'Penetration Testing', 'GDPR', 'Malware Analysis']",0,1,"['Network Security', 'Linux Commands', 'Nessus', 'GDPR', 'Python']","['Python', 'Network Security']","['Linux Commands', 'Nessus', 'GDPR']"
CSA-F-007,Cybersecurity Support Analyst,Fresher,"['Wireshark', 'Firewall Rules', 'Cryptography Basics', 'ISO 27001 Basics', 'Teamwork']","['Support in analyzing logs', 'Assist in firewall updates', 'Document cryptographic protocols', 'Provide support in compliance audits']","['Firewall Management', 'Cryptography', 'ISO 27001', 'Incident Response', 'SIEM']",0,1,"['Wireshark', 'Cryptography', 'Firewall Rules', 'ISO 27001', 'Teamwork']","['Wireshark', 'Cryptography']","['Firewall Rules', 'ISO 27001', 'Teamwork']"
CSA-F-008,Graduate Security Analyst,Fresher,"['Python Basics', 'Windows/Linux Basics', 'NIST Basics', 'Snort', 'Antivirus']","['Help detect malware', 'Participate in vulnerability scanning', 'Assist with incident triage', 'Maintain threat logs']","['Malware Analysis', 'Network Security', 'NIST', 'Incident Response', 'Firewall Configuration']",0,0,"['Linux', 'Snort', 'Python', 'Windows', 'NIST', 'Antivirus']","['Python', 'Linux', 'Snort']","['Windows', 'NIST', 'Antivirus']"
CSA-F-009,Cybersecurity Trainee,Fresher,"['C++ Basics', 'Wireshark', 'Metasploit', 'Linux Security', 'Encryption Fundamentals']","['Support penetration testing activities', 'Learn and apply encryption methods', 'Help configure intrusion detection systems', 'Work with mentors on incident response']","['Penetration Testing', 'Encryption', 'Incident Response', 'Network Security', 'Malware Analysis']",0,0,"['Linux Security', 'Wireshark', 'C++', 'Encryption', 'Metasploit']","['C++', 'Linux Security']","['Wireshark', 'Encryption', 'Metasploit']"
CSA-F-010,Information Security Analyst - Fresher,Fresher,"['Python', 'Firewall Basics', 'GDPR Basics', 'Nessus', 'Snort']","['Assist in security audits', 'Help update security tools', 'Support SOC team with monitoring', 'Participate in vulnerability management']","['Vulnerability Assessment', 'SIEM', 'GDPR', 'Incident Response', 'Firewall Configuration']",0,1,"['Snort', 'Nessus', 'GDPR', 'Python', 'Firewall']","['Python', 'Snort']","['Nessus', 'GDPR', 'Firewall']"
CSA-E-012,Senior Security Analyst,Experienced,"['LogRhythm', 'Vulnerability Management', 'PowerShell', 'Cloud Security', 'Compliance (GDPR, PCI-DSS)']","['Conduct advanced threat detection', 'Lead vulnerability management programs', 'Ensure cloud infrastructure security', 'Collaborate with cross-functional teams']","['Security Auditing', 'Compliance', 'Cloud Security', 'Incident Response', 'Vulnerability Assessment']",4,6,"['PowerShell', 'LogRhythm', 'Vulnerability Management', 'Compliance (GDPR, PCI-DSS)', 'Cloud Security']","['Cloud Security', 'PowerShell']","['LogRhythm', 'Vulnerability Management', 'Compliance (GDPR, PCI-DSS)']"
CSA-E-013,SOC Analyst,Experienced,"['Splunk', 'QRadar', 'SIEM Tools', 'Network Defense', 'Incident Response', 'Python Scripting']","['Monitor SIEM alerts', 'Respond to incidents', 'Perform malware analysis', 'Maintain SOC dashboards']","['SIEM', 'Incident Response', 'SOC', 'Malware Analysis', 'Threat Hunting']",2,4,"['Incident Response', 'SIEM Tools', 'Splunk', 'Python Scripting', 'QRadar', 'Network Defense']","['Python Scripting', 'Incident Response', 'SIEM Tools']","['Splunk', 'QRadar', 'Network Defense']"
CSA-E-014,Lead Cybersecurity Analyst,Experienced,"['Threat Hunting', 'Splunk', 'Compliance', 'Risk Management', 'Team Leadership', 'Cloud Security']","['Lead incident response efforts', 'Oversee compliance checks', 'Mentor junior analysts', 'Develop risk mitigation strategies']","['Leadership', 'Risk Management', 'Threat Hunting', 'Compliance', 'SIEM']",5,7,"['Risk Management', 'Compliance', 'Team Leadership', 'Threat Hunting', 'Splunk', 'Cloud Security']","['Cloud Security', 'Risk Management', 'Compliance']","['Team Leadership', 'Threat Hunting', 'Splunk']"
CSA-E-015,Cybersecurity Risk Analyst,Experienced,"['Risk Management', 'Compliance Auditing', 'Python', 'PowerShell', 'Splunk']","['Conduct enterprise-wide risk assessments', 'Ensure compliance with GDPR and HIPAA', 'Automate risk reporting with scripts', 'Recommend remediation strategies']","['Risk Management', 'Compliance', 'Security Auditing', 'Incident Response', 'Vulnerability Assessment']",3,6,"['Risk Management', 'Compliance Auditing', 'Python', 'Splunk', 'PowerShell']","['Python', 'Risk Management']","['Compliance Auditing', 'Splunk', 'PowerShell']"
CSA-E-016,Cloud Security Analyst,Experienced,"['AWS Security', 'Azure Security', 'GCP Security', 'SIEM Tools', 'Firewall Management', 'Incident Response']","['Secure multi-cloud environments', 'Perform cloud-specific penetration testing', 'Collaborate with DevOps teams', 'Monitor compliance with cloud policies']","['Cloud Security', 'Penetration Testing', 'Compliance', 'SIEM', 'Risk Management']",4,7,"['GCP Security', 'Firewall Management', 'Incident Response', 'SIEM Tools', 'Azure Security', 'AWS Security']","['GCP Security', 'Azure Security', 'AWS Security']","['Firewall Management', 'Incident Response', 'SIEM Tools']"
CSA-E-017,Information Security Specialist,Experienced,"['Vulnerability Management', 'Threat Intelligence', 'Splunk', 'QRadar', 'Python', 'Incident Response']","['Conduct vulnerability assessments', 'Respond to advanced threats', 'Develop threat intelligence reports', 'Automate incident response scripts']","['Threat Intelligence', 'Incident Response', 'Vulnerability Assessment', 'SIEM', 'SOC']",3,5,"['Incident Response', 'Threat Intelligence', 'Python', 'Splunk', 'Vulnerability Management', 'QRadar']","['Python', 'Incident Response', 'Threat Intelligence']","['Splunk', 'Vulnerability Management', 'QRadar']"
